Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;FURIO RADIN
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;013;BROD 26, VUKOVAR;ZADAR;ZADAR;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;014;BROD 27, ZOILO;ZADAR;ZADAR;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;015;PU 1, ZADAR;OSNOVNA ŠKOLA PETRA PRERADOVIÆA;UL. MIHOVILA PAVLINOVIÆA 2;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;001;LS 02, ZAGREB;ZATVORSKA BOLNICA;ZAGREB, SVETOŠIMUNSKA 107;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;002;HV 01, VOJARNA PETAR ZRINSKI, ZAGREB;VP 3352;ZAGREB, ILICA 256B;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;003;DOM 08, ZAGREB;DOM ZA STARIJE I NEMOÆNE OSOBE CENTAR;VJEKOSLAVA KLAIÆA 10;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;004;DOM 09, ZAGREB;DOM ZA STARIJE I NEMOÆNE OSOBE TRNJE;POLJIÈKA ULICA 12;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;005;DOM 10, ZAGREB;DOM ZA STARIJE I NEMOÆNE OSOBE KSAVER;NEMETOVA 2;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;006;DOM 11, ZAGREB;DOM ZA STARIJE I NEMOÆNE OSOBE MAKSIMIR;HEGEDUŠIÆEVA 20;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;007;DOM 12, ZAGREB;DOM ZA STARIJE I NEMOÆNE OSOBE TREŠNJEVKA;TRG SLAVOLJUBA PENKALE 1;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;008;DOM 13, ZAGREB;DOM ZA STARIJE I NEMOÆNE OSOBE TREŠNJEVKA - PODRUŽNICA DRENOVAÈKA;DRENOVAÈKA 30;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;009;DOM 14, ZAGREB;DOM ZA STARIJE I NEMOÆNE OSOBE SV. JOSIP;DUNJEVAC 17;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;010;DOM 15, ZAGREB;DOM ZA STARIJE I NEMOÆNE OSOBE MEDVEŠÈAK;TRG DRAGE IBLERA 8;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;011;DOM 82, ZAGREB;DOM ZA STARIJE OSOBE PARK - ODJEL ZA POJAÈANU NJEGU KORISNIKA;LAŠÈINSKA CESTA 98A;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;012;HV 04, CAMP MARMAL;MAZAR-E-SHARIF;MAZAR-E-SHARIF;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;013;HV 05, CAMP HKIA;KABUL;KABUL;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;014;HV 06, KAMP BEMOWO PISKIE;BEMOWO PISKIE;BEMOWO PISKIE;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-CENTAR, ZAPAD;018;PU 04-257, ZAGREB;KLASIÈNA GIMNAZIJA;ULICA JURJA KRIŽANIÆA 4A;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-ISTOÈNI DIO;001;DOM 21, ZAGREB;DOM ZA STARIJE OSOBE DUBRAVA-ZAGREB;ULICA MILOVANA GAVAZZIJA 26;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-JUGOISTOK;001;DOM 62, ZAGREB;DOM ZA STARIJE OSOBE PEŠÈENICA ZAGREB;DONJE SVETICE 89;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-JUGOISTOK;002;DOM 63, ZAGREB;DOM ZA STARIJE OSOBE SVETA ANA ZAGREB;ISLANDSKA 2;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-JUGOISTOK;003;DOM 73, ZAGREB;DOM ZA STARIJE OSOBE PARK;IVANIÆGRADSKA 52;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-JUŽNI DIO;001;LS 01, ZAGREB;ZATVOR;ZAGREB, DR. LUJE NALETILIÆA 1;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-JUŽNI DIO;002;DOM 20, ODRA;DOM ZA STARIJE I NEMOÆNE OSOBE  KUÆA SV. FRANJE;ULICA SV. IZIDORA 5;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB-JUŽNI DIO;003;DOM 77, BREZOVICA;DOM ZA STARIJE I NEMOÆNE OSOBE VILLA BREZOVICA;DESPRIMSKA 1/A;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;001;PU 09-01, ZAPREŠIÆ;OSNOVNA ŠKOLA ANTUNA AUGUSTINÈIÆA;ULICA VLADIMIRA NAZORA 2;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;ZLATAR;001;PU 05, ZLATAR;"OSNOVNA ŠKOLA ""ANTE KOVAÈIÆ"" U ZLATARU (UÈIONICA LIKOVNE KULTURE)";ULICA VLADIMIRA NAZORA 1;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;001;DOM 74, NOVAKI BISTRANSKI;DOM ZA STARIJE I NEMOÆNE OSOBE SEVEROVIÆ;PODGORSKA ULICA 91;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;BLATO;001;DOM 71, BLATO;DOM ZA STARIJE I TEŠKO BOLESNE ODRASLE OSOBE MAJKA MARIJA PETKOVIÆ;ULICA 33 BROJ 4;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;001;DOM 07, BRCKOVLJANI;CENTAR ZA REHABILITACIJU STANÈIÆ;ZAGRABAÈKA 23;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;11;POŽEŠKO-SLAVONSKA ŽUPANIJA;opæina;ÈAGLIN;001;DOM 04, NOVA LJESKOVICA;DOM ZA ODRASLE OSOBE LJESKOVICA;ULICA JOSIPA KNEŽEVIÆA 41;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;DESINIÆ;001;DOM 01, DESINIÆ;DOM ZA ODRASLE OSOBE BIDRUŽICA;IVANIÆ DESINIÆKI 30;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;001;DOM 19, DUBRAVA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE VILLA NENA;ZGALIŠÆE 50;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;001;DOM 02, JALŽABET;DOM ZA ODRASLE OSOBE BISTRIÈAK;VARAŽDINSKA 84;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;002;DOM 24, JALŽABET;DOM ZA ODRASLE OSOBE JALŽABET;KOLODVORSKA 1;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;9;LIÈKO-SENJSKA ŽUPANIJA;opæina;KARLOBAG;001;PU 16-01, KARLOBAG;OSNOVNA ŠKOLA KARLOBAG;OBALA VLADIMIRA NAZORA 18;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;KOTORIBA;001;DOM 28, KOTORIBA;DOM ZA ODRASLE OSOBE KOTORIBA;KOLODVORSKA 16;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;LASTOVO;001;PU 10, LASTOVO;MALA VIJEÆNICA U ZGRADI NA PJEVORU;LASTOVO, PJEVOR 14;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;opæina;LOBOR;001;DOM 22, LOBOR;DOM ZA ODRASLE OSOBE LOBOR-GRAD;MARKUŠBRIJEG 131;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;MLJET;001;PU 12, MLJET;DOM KULTURE ZABREŽJE U BABINOM POLJU;BABINO POLJE - ZABREŽJE BB;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;001;DOM 52, MOTOVUN;DOM ZA ODRASLE OSOBE MOTOVUN;BRKAÈ 28;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;opæina;NUŠTAR;001;DOM 56, NUŠTAR;DOM ZA ODRASLE OSOBE NUŠTAR;VATROSLAVA LISINSKOG 1/A;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;OREHOVICA;001;DOM 26, OREHOVICA;DOM ZA ODRASLE OSOBE OREHOVICA;AUGUSTA ŠENOE 2;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;10;VIROVITIÈKO-PODRAVSKA ŽUPANIJA;opæina;PITOMAÈA;001;PU 10-22, PITOMAÈA;PROSTORIJE KNJIŽNICE I ÈITAONICE PITOMAÈA;TRG KRALJA TOMISLAVA 2;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PREKO;001;PU 5, PREKO;PUÈKO OTVORENO UÈILIŠTE, DOM NA ŽALU;MAGAZIN 8;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PROMINA;001;DOM 46, OKLAJ;DOM ZA STARIJE OSOBE OKLAJ;PUT KROZ OKLAJ 87/1;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;001;PU 13, SALI;OSNOVNA ŠKOLA PETAR LORINI;SALI;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;10;VIROVITIÈKO-PODRAVSKA ŽUPANIJA;opæina;SUHOPOLJE;001;DOM 06, SUHOPOLJE;DOM ZA ODRASLE OSOBE BOROVA;STJEPANA RADIÆA 9A;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠOLTA;001;PU 11, ŠOLTA;PROSTORIJE DOMA KULTURE;GROHOTE;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;3;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;TOPUSKO;001;PU 01-09, TOPUSKO;ZGRADA OPÆINE TOPUSKO;OPATOVINA 10;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;9;LIÈKO-SENJSKA ŽUPANIJA;opæina;UDBINA;001;HV 03, VOJARNA JOSIP JOVIÆ, UDBINA;UDBINA;UDBINA;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;9;LIÈKO-SENJSKA ŽUPANIJA;opæina;UDBINA;002;DOM 38, UDBINA;DOM ZA STARIJE I NEMOÆNE OSOBE LIÈKO-SENJSKE ŽUPANIJE - PODRUŽNICA UDBINA;KRBAVSKA ULICA 2;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;VELA LUKA;001;DOM 72, VELA LUKA;DOM ZA STARIJE I NEMOÆNE OSOBE VELA LUKA;ULICA 3 BROJ 1;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;11;POŽEŠKO-SLAVONSKA ŽUPANIJA;opæina;VELIKA;001;DOM 58, VELIKA;DOM ZA STARIJE I NEMOÆNE OSOBE VELIKA;LUKE IBRIŠIMOVIÆA 7;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;VIR;001;PU 3, VIR;OSNOVNA ŠKOLA PRIVLAKA, PODRUÈNA ŠKOLA VIR;VIR;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VIŠKOVO;001;DOM 78, VIŠKOVO;DOM ZA STARIJE I NEMOÆNE OSOBE VITANOVA;MARINIÆI 21C;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;ZEMUNIK DONJI;001;DOM 81, ZEMUNIK DONJI;DOM ZA ODRASLE OSOBE ZEMUNIK;ULICA I BR. 53;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;BAKAR;001;PU 01-09, BAKAR;PROSTORIJE GRADSKE VIJEÆNICE;BAKAR, PRIMORJE 39;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;001;DOM 31, BELI MANASTIR;DOM ZA STARIJE I NEMOÆNE OSOBE BELI MANASTIR;BANA JELAÈIÆA 108;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;002;PU 2-13, BELI MANASTIR;OSNOVNA ŠKOLA ''DR. FRANJO TUÐMAN'';SVETOG MARTINA 16;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;BIOGRAD NA MORU;001;PU 2, BIOGRAD NA MORU;OSNOVNA ŠKOLA BIOGRAD NA MORU;OSNOVNA ŠKOLA BIOGRAD NA MORU;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;7;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;BJELOVAR;001;LS 07, BJELOVAR;ZATVOR;BJELOVAR, ŠETALIŠTE DR. IVŠE LEBOVIÆA 40;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;7;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;BJELOVAR;002;DOM 16, BJELOVAR;DOM ZA STARIJE OSOBE BJELOVAR;VLAHE PALJETKA 1;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;7;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;BJELOVAR;003;DOM 17, BJELOVAR;DOM ZA ODRASLE OSOBE BJELOVAR;DON FRANE BULIÆA 5/A;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;7;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;BJELOVAR;004;PU 01-01, BJELOVAR;GIMNAZIJA;MATICE HRVATSKE 17, BJELOVAR;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;001;PU 01-09, BUJE;"OSNOVNA ŠKOLA ""MATE BALOTA""";ŠKOLSKI BRIJEG BB, BUJE;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;001;DOM 83, BUZET;DOM ZA STARIJE OSOBE BUZET;NASELJE GORIÈICA 1/1;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;grad;BUZET;002;PU 02-17, BUZET;BUZET - ZAPAD, NARODNI DOM;II. ISTARSKE BRIGADE 2, BUZET;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;CRES;001;PU 09-09, CRES;GRADSKA VIJEÆNICA;CRESKOG STATUTA 15, CRES;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;CRIKVENICA;001;PU 10-10, CRIKVENICA;ZGRADA GRADSKE VIJEÆNICE (STARA ŠKOLA);VINODOLSKA 1, CRIKVENICA;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;001;DOM 27, ÈAKOVEC;DOM ZA STARIJE I NEMOÆNE OSOBE ÈAKOVEC;MATICE HRVATSKE;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;002;PU 01-01, ÈAKOVEC;ZGRADA GRADSKE UPRAVE U ÈAKOVCU;ULICA KRALJA TOMISLAVA 15;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;7;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;ÈAZMA;001;PU 02-06, ÈAZMA;DOM UMIROVLJENIKA;KRALJA TOMISLAVA 10, ÈAZMA;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;7;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;DARUVAR;001;PU 03-01, DARUVAR;HRVATSKI DOM;TRG PRESVETOG TROJSTVA 4, DARUVAR;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;DELNICE;001;PU 03-08, DELNICE;DELNICE, ZGRADA ŠUMARIJE;PETRA KREŠIMIRA IV KBR. 54, DELNICE;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;DONJI MIHOLJAC;001;PU 3-15, DONJI MIHOLJAC;GRADSKA UPRAVA, DVORAC ''MAILATH'' - KAPELICA;VUKOVARSKA 1;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;DRNIŠ;001;PU 8, DRNIŠ;PROSTORIJE SREDNJE ŠKOLE U DRNIŠU;POLJANA 1;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;001;LS 08, DUBROVNIK;ZATVOR;DUBROVNIK, B. J. JELAÈIÆA 12;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;002;DOM 65, DUBROVNIK;DOM ZA STARIJE OSOBE DUBROVNIK;BRANITELJA DUBROVNIKA 33;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;003;BROD 06, AP ARGOSY;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;004;BROD 07, AP JADRAN;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;005;BROD 08, MIHO PRACAT;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;006;BROD 09, ZAGREB;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;007;PU 02, DUBROVNIK;ZGRADA OPÆINSKOG SUDA U DUBROVNIKU;DR. ANTE STARÈEVIÆA 23, SOBA BR. 1.;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;DUGO SELO;001;PU 04-27, DUGO SELO;VATROGASNI DOM DONJE DVORIŠÆE;DONJE DVORIŠÆE, DVORIŠKA 43;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;001;DOM 32, ÐAKOVO;DOM ZA STARIJE I NEMOÆNE OSOBE ÐAKOVO;PETRA PRERADOVIÆA 2A;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;002;PU 4-37, ÐAKOVO;ZGRADA GRADA ÐAKOVA;TRG DR. FRANJE TUÐMANA 4;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;6;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;grad;ÐURÐEVAC;001;PU 05-11, ÐURÐEVAC;ZGRADA GRADAÐURÐEVCA - STARA VIJEÆNICA;S. RADIÆA 1, ÐURÐEVAC;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;7;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GAREŠNICA;001;PU 06-24, GAREŠNICA;HRVATSKI DOM;VLADIMIRA NAZORA 21, GAREŠNICA;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;3;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;grad;GLINA;001;LS 21, GLINA;ZATVOR;GLINA, VINOGRADSKA 2;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;9;LIÈKO-SENJSKA ŽUPANIJA;grad;GOSPIÆ;001;LS 09, GOSPIÆ;ZATVOR;GOSPIÆ, SENJSKIH ŽRTAVA 15;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;9;LIÈKO-SENJSKA ŽUPANIJA;grad;GOSPIÆ;002;DOM 36, GOSPIÆ;DOM ZA STARIJE I NEMOÆNE OSOBE LIÈKO-SENJSKE ŽUPANIJE;VRTLARSKA ULICA 36/38;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;9;LIÈKO-SENJSKA ŽUPANIJA;grad;GOSPIÆ;003;PU 11, GOSPIÆ;ZGRADA GIMNAZIJE GOSPIÆ;BUDAÈKA 24;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;7;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;001;PU 07-01, GRUBIŠNO POLJE;CENTAR ZA KULTURU I INFORMACIJE DR. FRANJO TUÐMAN;ULICA IVANA NEPOMUKA JEMERŠIÆA, GRUBIŠNO POLJE;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;grad;ILOK;001;DOM 76, ILOK;DOM ZA STARIJE I NEMOÆNE OSOBE ILOK;SOFIJA 2;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;grad;ILOK;002;PU 6, ILOK;GRADSKA UPRAVA;TRG N. ILOÈKOG 13;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;IMOTSKI;001;PU 06, IMOTSKI;OSNOVNA ŠKOLA STJEPANA RADIÆA;IMOTSKI;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;IVANEC;001;PU 03-06, IVANEC;PROSTORIJE OSNOVNE ŠKOLE IVANEC;ULICA AKADEMIKA LADISLAVA ŠABANA 17;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;JASTREBARSKO;001;PU 04-52, JASTREBARSKO;JASTREBARSKO VII (ZGRADA GRADSKE UPRAVE);TRG JOSIPA JURJA STROSSMAYERA 13, JASTREBARSKO;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;4;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;001;LS 10, KARLOVAC;ZATVOR;KARLOVAC, JURJA HAULIKA 1;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;4;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;002;DOM 47, KARLOVAC;DOM ZA STARIJE I NEMOÆNE OSOBE SVETI ANTUN;IVANA KUKULJEVIÆA 2;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;4;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;003;DOM 64, KARLOVAC;CENTAR ZA PRUŽANJE USLUGA U ZAJEDNICI OZALJ;VLADIMIRA NAZORA 16;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;4;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;004;PU 01-94, KARLOVAC;MV TREND D.O.O.;TRG HRVATSKIH BRANITELJA 4;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;KNIN;001;DOM 34, KNIN;DOM ZA STARIJE I NEMOÆNE OSOBE KNIN;KNEZA DOMAGOJA 5;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;6;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;grad;KOPRIVNICA;001;DOM 18, KOPRIVNICA;DOM ZA STARIJE I NEMOÆNE OSOBE KOPRIVNICA;TRG EUGENA KUMIÈIÆA 17;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;6;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;grad;KOPRIVNICA;002;PU 08-14, KOPRIVNICA;GRADSKA VIJEÆNICA, PROSTORIJA OD VJENÈAONE;ZRINJSKI TRG 1, KOPRIVNICA;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;001;PU 04, KORÈULA;ZGRADA CENTRA ZA KULTURU KORÈULA;PROSTORIJA 2;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;KRAPINA;001;DOM 75, KRAPINA;USTANOVA DOM SVETI NIKOLA - DOM ZA STARIJE I NEMOÆNE OSOBE;ULICA DR. LJUDEVITA GAJA 10;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;2;KRAPINSKO-ZAGORSKA ŽUPANIJA;grad;KRAPINA;002;PU 04, KRAPINA;PROSTORIJE OSNOVNE PKOLE LJUDEVIT GAJ;TRG STJEPANA RADIÆA 1;0;0;0;0;0;0
